Bait,Prey
AARS2,RHBDF2
AARS2,RIC1
AARS2,RIOK1
AARS2,RIOK3
AARS2,RIPK2
AARS2,RLF
AARS2,RMDN2
AARS2,RMND5A
AARS2,RNF113A
AARS2,RNF169
AARS2,RNF2
AARS2,RNF219
AARS2,RNF8
AARS2,RNPS1
AARS2,ROBO1
AARS2,ROBO2
AARS2,ROR1
AARS2,ROR2
AARS2,RPAP2
AARS2,RPGR
AARS2,RPGRIP1L
AARS2,RPL36A-HNRNPH2
AARS2,RPS19BP1
AARS2,RPS6KC1
AARS2,RRAGB
AARS2,RRAGD
AARS2,RREB1
AARS2,RRP36
AARS2,RRP7A
AARS2,RRP8
AARS2,RSBN1
AARS2,RSF1
AARS2,RSRC1
AARS2,RTKN2
AARS2,RUBCN
AARS2,RUFY3
AARS2,RUSC2
AARS2,SAFB2
AARS2,SALL1
AARS2,SALL2
AARS2,SAMD4A
AARS2,SAP130
AARS2,SARM1
AARS2,SATB2
AARS2,SC5D
AARS2,SCAF1
AARS2,SCAPER
AARS2,SCARA3
AARS2,SCD5
AARS2,SCHIP1
AARS2,SCIN
AARS2,SCLT1
AARS2,SCML2
