Prey,Primary_Component
SNX14,6
SNX17,14
SNX19,13
SNX2,6
SNX24,1
SNX27,6
SNX29,6
SNX3,6
SNX30,6
SNX4,6
SNX5,6
SNX6,6
SNX7,6
SNX9,18
SOAT1,13
SOD1,9
SOGA1,16
SON,15
SORBS1,8
SORBS2,8
SORBS3,8
SOWAHC,1
SPAG1,1
SPAG5,16
SPAG7,3
SPAG9,6
SPART,12
SPATA2,8
SPATA20,4
SPATA24,9
SPATA5L1,9
SPATS2,9
SPATS2L,19
SPC24,9
SPC25,9
SPCS2,2
SPCS3,5
SPDL1,10
SPECC1,16
SPECC1L,16
SPEN,15
SPG11,6
SPG21,6
SPICE1,8
SPIRE2,14
SPNS1,6
SPRED2,1
SPRY1,6
SPRY2,1
SPRY4,6
SPRYD4,4
SPTAN1,18
SPTBN1,1
SPTBN2,1
SPTBN5,11
SPTLC1,13
SPTLC2,2
SPTY2D1,7
SQSTM1,8
SRBD1,3
SRC,1
SRCAP,10
SRCIN1,8
SREK1,10
SRFBP1,7
SRGAP1,9
SRGAP2,9
SRP54,2
SRP72,2
SRPK1,15
SRPK2,7
SRPRA,2
SRPRB,13
SRRM1,15
SRRM2,15
SRRT,15
SRSF10,15
SRSF11,15
SRSF2,3
SRSF3,15
SRSF4,15
SRSF6,15
SRSF7,15
SRSF9,15
SSB,20
SSBP1,4
SSFA2,8
SSH2,16
SSR1,13
SSR3,2
SSR4,11
SSRP1,3
SSX2IP,9
ST13,9
ST7,8
STAG1,3
STAG2,11
STAM,6
STAM2,18
STARD3,6
STARD7,17
STAT2,8
STAU1,19
STAU2,19
STBD1,2
STEAP1,6
STEAP2,6
STEAP3,6
STIL,8
STIM1,2
STIM2,2
STIP1,9
STK10,1
STK11IP,6
STK24,10
STK25,10
STK3,9
STK38,8
STMN1,16
STOM,18
STOML2,4
STON1-GTF2A1L,1
STON2,1
STRAP,19
STRBP,15
STRIP1,10
STRIP2,10
STRN,8
STRN3,8
STRN4,8
STT3A,13
STT3B,13
STUB1,11
STX10,6
STX12,6
STX17,12
STX18,2
STX3,14
STX4,1
STX5,2
STX6,6
STX7,6
STX8,6
STXBP3,1
STXBP4,8
STXBP5,6
SUB1,3
SUCLA2,4
SUCLG2,4
SUCO,2
SUGP1,15
SUGP2,10
SUGT1,17
SULT1A1,11
SULT1A2,11
SUMF2,5
SUMO1,9
SUN1,8
SUN2,8
SUOX,17
SUPT16H,3
SUPT3H,10
SUPT5H,11
SUPT6H,11
SUPT7L,10
SUPV3L1,4
SURF4,11
SURF6,7
SUSD5,1
SUV39H2,20
SUZ12,3
SV2A,14
SVIL,8
SWAP70,18
SYAP1,2
SYBU,16
SYDE1,18
SYMPK,10
SYNCRIP,19
SYNE1,2
SYNE2,2
SYNE3,2
SYNGAP1,9
SYNJ1,8
SYNJ2,16
SYNJ2BP-COX16,12
SYNM,8
SYNRG,14
SYTL4,14
SYTL5,14
SYVN1,13
SZT2,6
TAB2,8
TAB3,19
TACC1,2
TACC2,16
TACC3,16
TACO1,4
TADA3,20
TAF1,11
TAF15,15
TAF2,11
TAF3,10
TAF4,10
TAF5L,10
TAF6,10
TAF6L,10
TAF9,10
TAF9B,10
TAGLN2,16
TALDO1,20
TANC1,9
TANC2,8
TAOK2,16
TAOK3,1
TAP1,13
TAP2,13
TAPT1,13
TARBP1,9
TARDBP,15
TARS,16
TARS2,4
TBC1D1,14
TBC1D10A,1
TBC1D10B,1
TBC1D12,14
TBC1D15,12
TBC1D20,2
TBC1D22B,6
TBC1D23,6
TBC1D2B,14
TBC1D31,9
TBC1D4,9
TBC1D5,6
TBC1D8,14
TBC1D9,6
TBC1D9B,6
TBCE,10
TBK1,9
TBKBP1,8
TBL1XR1,10
TBL2,13
TBL3,7
TBR1,8
TBRG4,4
TC2N,14
TCAIM,4
TCERG1,15
TCF20,8
TCF25,8
TCF7L2,8
TCHP,8
TCOF1,7
TCP1,9
TCTN3,5
TDP1,3
TDP2,11
TDRD3,19
TDRD7,16
TDRKH,12
TDRP,17
TECPR2,14
TECR,12
TEDC1,9
TEFM,4
TELO2,13
TENM3,1
TERF2,10
TES,8
TET1,11
TEX10,7
TEX2,8
TEX264,2
TEX9,9
TFAM,4
TFAP2A,11
TFAP4,11
TFB2M,4
TFCP2,6
TFDP1,11
TFG,18
TFIP11,15
TFRC,6
TGS1,11
THADA,8
THEM4,4
THEM6,13
THG1L,4
THNSL1,4
THOC1,10
THOC2,10
THOC7,9
THRAP3,15
THSD1,14
THUMPD3,2
TIAM1,1
TIAM2,1
TIMELESS,11
TIMM13,17
TIMM17B,17
TIMM23,17
TIMM29,17
TIMM44,4
TIMM50,17
TIMM8A,17
TIMM8B,17
TIMMDC1,17
TJAP1,6
TJP1,8
TJP2,18
TKT,11
TLCD1,13
TLCD2,13
TLDC1,1
TLE3,10
TLK1,10
TLK2,10
TLN2,8
TM7SF3,6
TM9SF2,13
TM9SF3,13
TMCC3,8
TMCO1,13
TMED10,5
TMED2,8
TMED4,5
TMED8,2
TMED9,13
TMEM102,14
TMEM106B,6
TMEM106C,2
TMEM109,13
TMEM115,18
TMEM120B,13
TMEM126A,17
TMEM126B,17
TMEM131,8
TMEM131L,8
TMEM135,12
TMEM159,2
TMEM161A,13
TMEM161B,5
TMEM165,6
TMEM173,2
TMEM184B,6
TMEM184C,6
TMEM189,13
TMEM192,6
TMEM199,2
TMEM2,14
TMEM201,8
TMEM209,8
TMEM214,2
TMEM222,1
TMEM230,13
TMEM237,1
TMEM242,17
TMEM245,13
TMEM263,12
TMEM33,12
TMEM35B,13
TMEM38B,13
TMEM39A,13
TMEM41B,2
TMEM43,13
TMEM51,18
TMEM59,2
TMEM65,17
TMEM67,2
TMEM79,16
TMEM87A,6
TMEM9,2
TMEM97,13
TMEM9B,13
TMF1,18
TMLHE,4
TMOD1,16
TMOD2,16
TMOD3,16
TMPO,13
TMTC2,13
TMTC3,5
TMX1,2
TMX2,13
TMX3,13
TMX4,2
TNFRSF10B,1
TNIK,1
TNIP1,8
TNIP2,9
TNKS,9
TNKS1BP1,18
TNPO1,11
TNPO2,15
TNPO3,12
TNRC6A,8
TNRC6B,8
TNRC6C,8
TNS3,8
TOGARAM1,8
TOM1L2,6
TOMM20,12
TOMM22,17
TOMM34,18
TOMM40,17
TOMM5,12
TOMM70,17
TONSL,10
TOP1,3
TOP2A,3
TOP2B,7
TOP3A,4
TOP3B,19
TOPBP1,10
TOR1A,5
TOR1AIP1,2
TOR1AIP2,2
TOX3,14
TP53,8
TP53BP1,10
TP53BP2,8
TP53I11,2
TPD52,6
TPD52L1,6
TPD52L2,6
TPGS1,9
TPM1,8
TPM3,8
TPM4,8
TPP2,20
TPRA1,14
TPX2,10
TRABD,12
TRAF3IP1,9
TRAK1,12
TRAK2,12
TRAM1,13
TRAP1,4
TRAPPC10,14
TRAPPC11,18
TRAPPC12,18
TRAPPC8,6
TRAPPC9,14
TRIAP1,17
TRIM13,2
TRIM24,20
TRIM26,16
TRIM28,20
TRIM33,20
TRIM36,16
TRIM37,8
TRIM56,9
TRIM62,8
TRIM9,8
TRIO,16
TRIOBP,9
TRIP11,6
TRIP12,3
TRIP13,11
TRIP4,19
TRIP6,8
TRIR,20
TRIT1,4
TRMT1,4
TRMT10C,4
TRMT11,4
TRMT1L,7
TRMT2B,4
TRMT5,4
TRMT6,10
TRMT61B,4
TRO,9
TROAP,16
TRPC4,11
TRPM4,1
TRPM7,13
TRPS1,10
TRRAP,13
TSC1,6
TSC2,6
TSC22D2,8
TSEN34,10
TSFM,4
TSHZ3,10
TSNAX,19
TSPAN10,6
TSPYL1,11
TSR1,7
TSSC4,15
TTBK2,16
TTC1,12
TTC13,5
TTC14,15
TTC17,5
TTC19,17
TTC28,16
TTC3,9
TTC37,12
TTC4,18
TTC9C,18
TTF1,11
TTF2,16
TTI1,8
TTK,8
TTLL12,18
TTLL5,9
TTN,16
TUBA1A,11
TUBA1C,2
TUBA4A,20
TUBAL3,8
TUBB2A,11
TUBB2B,14
TUBB3,11
TUBB4B,20
TUBG1,15
TUBGCP2,9
TUBGCP3,8
TULP3,1
TWF1,8
TWF2,9
TWISTNB,11
TWNK,4
TXLNA,9
TXLNG,9
TXNDC15,5
TXNDC16,5
TXNDC5,5
TXNDC9,16
TXNL1,9
TYSND1,9
TYW1,2
TYW1B,6
U2AF1,15
U2AF2,15
U2SURP,15
UACA,9
UBA2,10
UBA52,18
UBAC2,13
UBAP1,8
UBAP2,19
UBAP2L,19
UBB,8
UBE2J1,2
UBE2N,5
UBE2O,16
UBE3A,12
UBE3C,12
UBE4A,2
UBIAD1,6
UBL4A,5
UBN1,10
UBN2,10
UBP1,8
UBQLN1,12
UBQLN4,12
UBR4,8
UBR5,15
UBR7,3
UBTF,11
UBXN4,2
UBXN6,1
UBXN7,10
UBXN8,2
UCHL1,8
UFD1,16
UFL1,2
UGGT1,5
UGGT2,5
UGT8,13
UHRF1,3
UHRF1BP1,6
UHRF1BP1L,14
UIMC1,3
UNC13B,9
UNC13D,8
UNC45A,19
UNC5B,18
UNC5C,18
UNG,10
UNK,8
UPF1,19
UPF3B,1
UQCC1,4
UQCC3,17
UQCRB,4
UQCRC2,11
UQCRFS1,4
URB1,7
URB2,7
URI1,9
USE1,2
USO1,18
USP10,19
USP11,1
USP15,16
USP16,19
USP20,2
USP24,9
USP28,10
USP3,3
USP30,12
USP31,1
USP32,14
USP33,2
USP36,7
USP39,15
USP48,3
USP53,8
USP54,8
USP6NL,18
USP7,11
USP8,18
USP9X,12
UTP14A,7
UTP15,7
UTP18,7
UTP20,7
UTP23,1
UTP3,7
UTRN,18
UVSSA,11
VAC14,6
VAMP2,6
VAMP3,6
VAMP4,6
VAMP7,6
VAMP8,6
VANGL1,1
VANGL2,1
VAPA,2
VAPB,2
VARS2,4
VASP,8
VAT1,6
VAV2,9
VBP1,16
VCL,8
VCP,2
VCPIP1,8
VDAC1,12
VDAC2,11
VDAC3,11
VEZT,2
VIM,8
VIPAS39,14
VIRMA,15
VKORC1L1,13
VLDLR,5
VMA21,13
VMP1,13
VPS11,6
VPS13A,12
VPS13B,14
VPS13C,6
VPS13D,12
VPS16,6
VPS18,6
VPS33A,6
VPS33B,14
VPS35,13
VPS45,6
VPS50,14
VPS51,14
VPS52,9
VPS53,14
VPS54,6
VPS72,3
VPS8,14
VRK1,3
VRK2,2
VTI1A,6
VTI1B,6
VWA8,4
WAC,20
WAPL,10
WARS2,4
WASF1,1
WASF2,1
WASHC1,8
WASHC2A,6
WASHC2C,6
WASHC4,6
WASL,16
WBP11,15
WBP4,11
WDCP,8
WDFY3,14
WDHD1,10
WDR11,6
WDR20,1
WDR24,6
WDR3,7
WDR33,15
WDR36,7
WDR41,12
WDR43,7
WDR44,14
WDR45,1
WDR46,19
WDR47,16
WDR5,11
WDR59,6
WDR6,1
WDR62,16
WDR7,14
WDR70,10
WDR75,7
WDR81,6
WDR82,10
WDR83,15
WDR90,9
WDR91,6
WDR92,15
WFS1,13
WHAMM,14
WIPF2,16
WIPF3,16
WIPI1,19
WIZ,3
WLS,13
WNK1,8
WNK2,8
WNK3,8
WRAP73,9
WRN,7
WRNIP1,10
WSB2,12
WTAP,10
WWC1,8
WWOX,2
XAB2,15
XIAP,16
XPC,11
XPO1,13
XPO5,13
XPO6,13
XPO7,12
XPOT,12
XPR1,18
XRCC1,10
XRCC4,10
XRCC5,3
XRCC6,3
XRN1,19
XRN2,15
XXYLT1,5
YAP1,8
YARS,11
YARS2,4
YBX1,19
YBX3,19
YEATS2,8
YEATS4,3
YES1,1
YIF1A,13
YIF1B,13
YIPF3,13
YIPF5,2
YKT6,1
YLPM1,15
YME1L1,17
YTHDC1,15
YTHDC2,16
YTHDF1,19
YTHDF2,19
YTHDF3,19
YWHAB,1
YWHAE,1
YWHAH,1
YWHAZ,1
YY1,11
ZBED4,11
ZBTB10,11
ZBTB11,11
ZBTB21,10
ZBTB9,11
ZC2HC1A,16
ZC3H11A,10
ZC3H13,15
ZC3H14,10
ZC3H15,19
ZC3H18,15
ZC3H4,10
ZC3H7A,19
ZC3H7B,19
ZC3HAV1,2
ZC3HC1,3
ZCCHC11,19
ZCCHC14,8
ZCCHC2,8
ZCCHC3,19
ZCCHC6,19
ZCCHC8,10
ZDBF2,11
ZDHHC13,13
ZDHHC2,6
ZDHHC20,6
ZDHHC5,18
ZDHHC8,1
ZEB1,10
ZEB2,10
ZFC3H1,15
ZFP1,20
ZFP30,20
ZFP36L2,8
ZFP62,11
ZFP82,20
ZFP91,11
ZFPL1,6
ZFR,15
ZFYVE16,6
ZFYVE26,6
ZFYVE27,13
ZFYVE9,6
ZHX3,10
ZKSCAN4,11
ZMAT2,10
ZMPSTE24,12
ZMYM1,10
ZMYM2,20
ZMYM3,3
ZMYM4,10
ZMYM6,10
ZMYND8,10
ZNF106,7
ZNF131,10
ZNF136,20
ZNF146,11
ZNF148,11
ZNF174,11
ZNF184,20
ZNF217,9
ZNF226,20
ZNF227,20
ZNF24,11
ZNF250,20
ZNF273,7
ZNF280C,3
ZNF280D,20
ZNF281,10
ZNF292,11
ZNF318,8
ZNF326,15
ZNF33A,20
ZNF346,7
ZNF354A,20
ZNF362,11
ZNF384,11
ZNF420,20
ZNF451,15
ZNF462,11
ZNF483,20
ZNF507,10
ZNF512,3
ZNF512B,3
ZNF516,9
ZNF518B,20
ZNF536,11
ZNF566,20
ZNF567,20
ZNF568,20
ZNF570,20
ZNF592,10
ZNF598,19
ZNF607,20
ZNF608,10
ZNF609,10
ZNF615,20
ZNF622,2
ZNF629,20
ZNF638,15
ZNF644,20
ZNF646,20
ZNF687,10
ZNF711,11
ZNF776,20
ZNF780A,20
ZNF8,20
ZNF829,20
ZNF830,15
ZNF850,20
ZNF91,20
ZRANB2,15
ZSCAN18,10
ZSCAN21,11
ZW10,2
ZWINT,9
ZYX,8
ZZZ3,10
